payload_bytes,packet_bytes,block_size,bits_per_token,overhead,image_copies,attack,binning,source_symbols,encoded_symbols,used_token_slots,raw_capacity_bits,recovered_symbols,exact_symbols,crc_valid_symbols,crc_rejected_symbols,token_match_rate,value_match_rate,exact_recovery,failure,capacity_exhausted
64,76,4,1,0.8,2,noise002,projection,19,35,512,512,16,16,16,0,1.0,1.0,False,decoder stopped with 3 missing source blocks,True
64,76,4,1,0.8,2,crop090,projection,19,35,512,512,16,0,0,16,0.083984,0.673828,False,no CRC-valid symbols available,True
64,76,4,1,0.8,4,clean,projection,19,35,1024,1024,32,32,32,0,1.0,1.0,True,,True
64,76,4,1,0.8,4,jpeg85,projection,19,35,1024,1024,32,32,32,0,1.0,1.0,True,,True
64,76,4,1,0.8,4,resize075,projection,19,35,1024,1024,32,32,32,0,0.960938,1.0,True,,True
64,76,4,1,0.8,4,blur1,projection,19,35,1024,1024,32,32,32,0,0.884766,1.0,True,,True
64,76,4,1,0.8,4,noise002,projection,19,35,1024,1024,32,32,32,0,1.0,1.0,True,,True
64,76,4,1,0.8,4,crop090,projection,19,35,1024,1024,32,0,0,32,0.082031,0.664062,False,no CRC-valid symbols available,True
64,76,4,1,0.8,8,clean,projection,19,35,1120,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,1,0.8,8,jpeg85,projection,19,35,1120,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,1,0.8,8,resize075,projection,19,35,1120,1120,35,35,35,0,0.953125,1.0,True,,False
64,76,4,1,0.8,8,blur1,projection,19,35,1120,1120,35,35,35,0,0.874512,1.0,True,,False
64,76,4,1,0.8,8,noise002,projection,19,35,1120,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,1,0.8,8,crop090,projection,19,35,1120,1120,35,0,0,35,0.081543,0.6625,False,no CRC-valid symbols available,False
64,76,4,1,0.8,12,clean,projection,19,35,1120,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,1,0.8,12,jpeg85,projection,19,35,1120,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,1,0.8,12,resize075,projection,19,35,1120,1120,35,35,35,0,0.957031,1.0,True,,False
64,76,4,1,0.8,12,blur1,projection,19,35,1120,1120,35,35,35,0,0.878255,1.0,True,,False
64,76,4,1,0.8,12,noise002,projection,19,35,1120,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,1,0.8,12,crop090,projection,19,35,1120,1120,35,0,0,35,0.079427,0.6625,False,no CRC-valid symbols available,False
64,76,4,1,0.8,16,clean,projection,19,35,1120,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,1,0.8,16,jpeg85,projection,19,35,1120,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,1,0.8,16,resize075,projection,19,35,1120,1120,35,35,35,0,0.956543,1.0,True,,False
64,76,4,1,0.8,16,blur1,projection,19,35,1120,1120,35,35,35,0,0.87915,1.0,True,,False
64,76,4,1,0.8,16,noise002,projection,19,35,1120,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,1,0.8,16,crop090,projection,19,35,1120,1120,35,0,0,35,0.079102,0.6625,False,no CRC-valid symbols available,False
64,76,4,1,1.2,2,clean,projection,19,42,512,512,16,16,16,0,1.0,1.0,False,decoder stopped with 3 missing source blocks,True
64,76,4,1,1.2,2,jpeg85,projection,19,42,512,512,16,16,16,0,1.0,1.0,False,decoder stopped with 3 missing source blocks,True
64,76,4,1,1.2,2,resize075,projection,19,42,512,512,16,16,16,0,0.957031,1.0,False,decoder stopped with 3 missing source blocks,True
64,76,4,1,1.2,2,blur1,projection,19,42,512,512,16,16,16,0,0.886719,1.0,False,decoder stopped with 3 missing source blocks,True
64,76,4,1,1.2,2,noise002,projection,19,42,512,512,16,16,16,0,1.0,1.0,False,decoder stopped with 3 missing source blocks,True
64,76,4,1,1.2,2,crop090,projection,19,42,512,512,16,0,0,16,0.083984,0.673828,False,no CRC-valid symbols available,True
64,76,4,1,1.2,4,clean,projection,19,42,1024,1024,32,32,32,0,1.0,1.0,True,,True
64,76,4,1,1.2,4,jpeg85,projection,19,42,1024,1024,32,32,32,0,1.0,1.0,True,,True
64,76,4,1,1.2,4,resize075,projection,19,42,1024,1024,32,32,32,0,0.960938,1.0,True,,True
64,76,4,1,1.2,4,blur1,projection,19,42,1024,1024,32,32,32,0,0.884766,1.0,True,,True
64,76,4,1,1.2,4,noise002,projection,19,42,1024,1024,32,32,32,0,1.0,1.0,True,,True
64,76,4,1,1.2,4,crop090,projection,19,42,1024,1024,32,0,0,32,0.082031,0.664062,False,no CRC-valid symbols available,True
64,76,4,1,1.2,8,clean,projection,19,42,1344,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,1,1.2,8,jpeg85,projection,19,42,1344,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,1,1.2,8,resize075,projection,19,42,1344,1344,42,42,42,0,0.95459,1.0,True,,False
64,76,4,1,1.2,8,blur1,projection,19,42,1344,1344,42,42,42,0,0.871094,1.0,True,,False
64,76,4,1,1.2,8,noise002,projection,19,42,1344,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,1,1.2,8,crop090,projection,19,42,1344,1344,42,0,0,42,0.081055,0.665179,False,no CRC-valid symbols available,False
64,76,4,1,1.2,12,clean,projection,19,42,1344,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,1,1.2,12,jpeg85,projection,19,42,1344,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,1,1.2,12,resize075,projection,19,42,1344,1344,42,42,42,0,0.958008,1.0,True,,False
64,76,4,1,1.2,12,blur1,projection,19,42,1344,1344,42,42,42,0,0.875977,1.0,True,,False
64,76,4,1,1.2,12,noise002,projection,19,42,1344,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,1,1.2,12,crop090,projection,19,42,1344,1344,42,0,0,42,0.079102,0.665179,False,no CRC-valid symbols available,False
64,76,4,1,1.2,16,clean,projection,19,42,1344,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,1,1.2,16,jpeg85,projection,19,42,1344,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,1,1.2,16,resize075,projection,19,42,1344,1344,42,42,42,0,0.957275,1.0,True,,False
64,76,4,1,1.2,16,blur1,projection,19,42,1344,1344,42,42,42,0,0.877441,1.0,True,,False
64,76,4,1,1.2,16,noise002,projection,19,42,1344,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,1,1.2,16,crop090,projection,19,42,1344,1344,42,0,0,42,0.078857,0.665179,False,no CRC-valid symbols available,False
64,76,4,2,0.5,2,clean,projection,19,29,464,928,29,29,29,0,1.0,1.0,True,,False
64,76,4,2,0.5,2,jpeg85,projection,19,29,464,928,29,29,29,0,1.0,1.0,True,,False
64,76,4,2,0.5,2,resize075,projection,19,29,464,928,29,29,29,0,0.966797,1.0,True,,False
64,76,4,2,0.5,2,blur1,projection,19,29,464,928,29,26,26,3,0.892578,0.993534,True,,False
64,76,4,2,0.5,2,noise002,projection,19,29,464,928,29,29,29,0,1.0,1.0,True,,False
64,76,4,2,0.5,2,crop090,projection,19,29,464,928,29,0,0,29,0.070312,0.443966,False,no CRC-valid symbols available,False
64,76,4,2,0.5,4,clean,projection,19,29,464,928,29,29,29,0,1.0,1.0,True,,False
64,76,4,2,0.5,4,jpeg85,projection,19,29,464,928,29,29,29,0,1.0,1.0,True,,False
64,76,4,2,0.5,4,resize075,projection,19,29,464,928,29,29,29,0,0.961914,1.0,True,,False
64,76,4,2,0.5,4,blur1,projection,19,29,464,928,29,26,26,3,0.888672,0.993534,True,,False
64,76,4,2,0.5,4,noise002,projection,19,29,464,928,29,29,29,0,1.0,1.0,True,,False
64,76,4,2,0.5,4,crop090,projection,19,29,464,928,29,0,0,29,0.079102,0.443966,False,no CRC-valid symbols available,False
64,76,4,2,0.5,8,clean,projection,19,29,464,928,29,29,29,0,1.0,1.0,True,,False
64,76,4,2,0.5,8,jpeg85,projection,19,29,464,928,29,29,29,0,1.0,1.0,True,,False
64,76,4,2,0.5,8,resize075,projection,19,29,464,928,29,29,29,0,0.953125,1.0,True,,False
64,76,4,2,0.5,8,blur1,projection,19,29,464,928,29,26,26,3,0.87793,0.993534,True,,False
64,76,4,2,0.5,8,noise002,projection,19,29,464,928,29,29,29,0,1.0,1.0,True,,False
64,76,4,2,0.5,8,crop090,projection,19,29,464,928,29,0,0,29,0.081543,0.443966,False,no CRC-valid symbols available,False
64,76,4,2,0.5,12,clean,projection,19,29,464,928,29,29,29,0,1.0,1.0,True,,False
64,76,4,2,0.5,12,jpeg85,projection,19,29,464,928,29,29,29,0,1.0,1.0,True,,False
64,76,4,2,0.5,12,resize075,projection,19,29,464,928,29,29,29,0,0.957031,1.0,True,,False
64,76,4,2,0.5,12,blur1,projection,19,29,464,928,29,26,26,3,0.880534,0.993534,True,,False
64,76,4,2,0.5,12,noise002,projection,19,29,464,928,29,29,29,0,1.0,1.0,True,,False
64,76,4,2,0.5,12,crop090,projection,19,29,464,928,29,0,0,29,0.079427,0.443966,False,no CRC-valid symbols available,False
64,76,4,2,0.5,16,clean,projection,19,29,464,928,29,29,29,0,1.0,1.0,True,,False
64,76,4,2,0.5,16,jpeg85,projection,19,29,464,928,29,29,29,0,1.0,1.0,True,,False
64,76,4,2,0.5,16,resize075,projection,19,29,464,928,29,29,29,0,0.956543,1.0,True,,False
64,76,4,2,0.5,16,blur1,projection,19,29,464,928,29,26,26,3,0.880859,0.993534,True,,False
64,76,4,2,0.5,16,noise002,projection,19,29,464,928,29,29,29,0,1.0,1.0,True,,False
64,76,4,2,0.5,16,crop090,projection,19,29,464,928,29,0,0,29,0.079102,0.443966,False,no CRC-valid symbols available,False
64,76,4,2,0.8,2,clean,projection,19,35,512,1024,32,32,32,0,1.0,1.0,True,,True
64,76,4,2,0.8,2,jpeg85,projection,19,35,512,1024,32,32,32,0,1.0,1.0,True,,True
64,76,4,2,0.8,2,resize075,projection,19,35,512,1024,32,32,32,0,0.970703,1.0,True,,True
64,76,4,2,0.8,2,blur1,projection,19,35,512,1024,32,29,29,3,0.884766,0.994141,True,,True
64,76,4,2,0.8,2,noise002,projection,19,35,512,1024,32,32,32,0,1.0,1.0,True,,True
64,76,4,2,0.8,2,crop090,projection,19,35,512,1024,32,0,0,32,0.070312,0.429688,False,no CRC-valid symbols available,True
64,76,4,2,0.8,4,clean,projection,19,35,560,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,2,0.8,4,jpeg85,projection,19,35,560,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,2,0.8,4,resize075,projection,19,35,560,1120,35,35,35,0,0.964844,1.0,True,,False
64,76,4,2,0.8,4,blur1,projection,19,35,560,1120,35,32,32,3,0.886719,0.994643,True,,False
64,76,4,2,0.8,4,noise002,projection,19,35,560,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,2,0.8,4,crop090,projection,19,35,560,1120,35,0,0,35,0.080078,0.4125,False,no CRC-valid symbols available,False
64,76,4,2,0.8,8,clean,projection,19,35,560,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,2,0.8,8,jpeg85,projection,19,35,560,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,2,0.8,8,resize075,projection,19,35,560,1120,35,35,35,0,0.95459,1.0,True,,False
64,76,4,2,0.8,8,blur1,projection,19,35,560,1120,35,32,32,3,0.876953,0.994643,True,,False
64,76,4,2,0.8,8,noise002,projection,19,35,560,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,2,0.8,8,crop090,projection,19,35,560,1120,35,0,0,35,0.082031,0.4125,False,no CRC-valid symbols available,False
64,76,4,2,0.8,12,clean,projection,19,35,560,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,2,0.8,12,jpeg85,projection,19,35,560,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,2,0.8,12,resize075,projection,19,35,560,1120,35,35,35,0,0.958008,1.0,True,,False
64,76,4,2,0.8,12,blur1,projection,19,35,560,1120,35,32,32,3,0.879883,0.994643,True,,False
64,76,4,2,0.8,12,noise002,projection,19,35,560,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,2,0.8,12,crop090,projection,19,35,560,1120,35,0,0,35,0.079753,0.4125,False,no CRC-valid symbols available,False
64,76,4,2,0.8,16,clean,projection,19,35,560,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,2,0.8,16,jpeg85,projection,19,35,560,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,2,0.8,16,resize075,projection,19,35,560,1120,35,35,35,0,0.957275,1.0,True,,False
64,76,4,2,0.8,16,blur1,projection,19,35,560,1120,35,32,32,3,0.880371,0.994643,True,,False
64,76,4,2,0.8,16,noise002,projection,19,35,560,1120,35,35,35,0,1.0,1.0,True,,False
64,76,4,2,0.8,16,crop090,projection,19,35,560,1120,35,0,0,35,0.079346,0.4125,False,no CRC-valid symbols available,False
64,76,4,2,1.2,2,clean,projection,19,42,512,1024,32,32,32,0,1.0,1.0,True,,True
64,76,4,2,1.2,2,jpeg85,projection,19,42,512,1024,32,32,32,0,1.0,1.0,True,,True
64,76,4,2,1.2,2,resize075,projection,19,42,512,1024,32,32,32,0,0.970703,1.0,True,,True
64,76,4,2,1.2,2,blur1,projection,19,42,512,1024,32,29,29,3,0.884766,0.994141,True,,True
64,76,4,2,1.2,2,noise002,projection,19,42,512,1024,32,32,32,0,1.0,1.0,True,,True
64,76,4,2,1.2,2,crop090,projection,19,42,512,1024,32,0,0,32,0.070312,0.429688,False,no CRC-valid symbols available,True
64,76,4,2,1.2,4,clean,projection,19,42,672,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,2,1.2,4,jpeg85,projection,19,42,672,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,2,1.2,4,resize075,projection,19,42,672,1344,42,42,42,0,0.959961,1.0,True,,False
64,76,4,2,1.2,4,blur1,projection,19,42,672,1344,42,38,38,4,0.878906,0.994048,True,,False
64,76,4,2,1.2,4,noise002,projection,19,42,672,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,2,1.2,4,crop090,projection,19,42,672,1344,42,0,0,42,0.079102,0.436012,False,no CRC-valid symbols available,False
64,76,4,2,1.2,8,clean,projection,19,42,672,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,2,1.2,8,jpeg85,projection,19,42,672,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,2,1.2,8,resize075,projection,19,42,672,1344,42,42,42,0,0.952148,1.0,True,,False
64,76,4,2,1.2,8,blur1,projection,19,42,672,1344,42,38,38,4,0.873047,0.994048,True,,False
64,76,4,2,1.2,8,noise002,projection,19,42,672,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,2,1.2,8,crop090,projection,19,42,672,1344,42,0,0,42,0.081543,0.436012,False,no CRC-valid symbols available,False
64,76,4,2,1.2,12,clean,projection,19,42,672,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,2,1.2,12,jpeg85,projection,19,42,672,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,2,1.2,12,resize075,projection,19,42,672,1344,42,42,42,0,0.95638,1.0,True,,False
64,76,4,2,1.2,12,blur1,projection,19,42,672,1344,42,38,38,4,0.877279,0.994048,True,,False
64,76,4,2,1.2,12,noise002,projection,19,42,672,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,2,1.2,12,crop090,projection,19,42,672,1344,42,0,0,42,0.079427,0.436012,False,no CRC-valid symbols available,False
64,76,4,2,1.2,16,clean,projection,19,42,672,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,2,1.2,16,jpeg85,projection,19,42,672,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,2,1.2,16,resize075,projection,19,42,672,1344,42,42,42,0,0.956055,1.0,True,,False
64,76,4,2,1.2,16,blur1,projection,19,42,672,1344,42,38,38,4,0.878418,0.994048,True,,False
64,76,4,2,1.2,16,noise002,projection,19,42,672,1344,42,42,42,0,1.0,1.0,True,,False
64,76,4,2,1.2,16,crop090,projection,19,42,672,1344,42,0,0,42,0.079102,0.436012,False,no CRC-valid symbols available,False
128,140,4,1,0.5,2,clean,projection,35,53,512,512,16,16,16,0,1.0,1.0,False,decoder stopped with 19 missing source blocks,True
128,140,4,1,0.5,2,jpeg85,projection,35,53,512,512,16,16,16,0,1.0,1.0,False,decoder stopped with 19 missing source blocks,True
128,140,4,1,0.5,2,resize075,projection,35,53,512,512,16,16,16,0,0.966797,1.0,False,decoder stopped with 19 missing source blocks,True
128,140,4,1,0.5,2,blur1,projection,35,53,512,512,16,16,16,0,0.882812,1.0,False,decoder stopped with 19 missing source blocks,True
128,140,4,1,0.5,2,noise002,projection,35,53,512,512,16,16,16,0,1.0,1.0,False,decoder stopped with 19 missing source blocks,True
128,140,4,1,0.5,2,crop090,projection,35,53,512,512,16,0,0,16,0.072266,0.685547,False,no CRC-valid symbols available,True
128,140,4,1,0.5,4,clean,projection,35,53,1024,1024,32,32,32,0,1.0,1.0,False,decoder stopped with 3 missing source blocks,True
128,140,4,1,0.5,4,jpeg85,projection,35,53,1024,1024,32,32,32,0,1.0,1.0,False,decoder stopped with 3 missing source blocks,True
128,140,4,1,0.5,4,resize075,projection,35,53,1024,1024,32,32,32,0,0.959961,1.0,False,decoder stopped with 3 missing source blocks,True
128,140,4,1,0.5,4,blur1,projection,35,53,1024,1024,32,32,32,0,0.883789,1.0,False,decoder stopped with 3 missing source blocks,True
128,140,4,1,0.5,4,noise002,projection,35,53,1024,1024,32,32,32,0,1.0,1.0,False,decoder stopped with 3 missing source blocks,True
128,140,4,1,0.5,4,crop090,projection,35,53,1024,1024,32,0,0,32,0.075195,0.691406,False,no CRC-valid symbols available,True
128,140,4,1,0.5,8,clean,projection,35,53,1696,1696,53,53,53,0,1.0,1.0,True,,False
128,140,4,1,0.5,8,jpeg85,projection,35,53,1696,1696,53,53,53,0,1.0,1.0,True,,False
128,140,4,1,0.5,8,resize075,projection,35,53,1696,1696,53,53,53,0,0.961426,1.0,True,,False
128,140,4,1,0.5,8,blur1,projection,35,53,1696,1696,53,53,53,0,0.87793,1.0,True,,False
128,140,4,1,0.5,8,noise002,projection,35,53,1696,1696,53,53,53,0,1.0,1.0,True,,False
128,140,4,1,0.5,8,crop090,projection,35,53,1696,1696,53,0,0,53,0.074707,0.682193,False,no CRC-valid symbols available,False
128,140,4,1,0.5,12,clean,projection,35,53,1696,1696,53,53,53,0,1.0,1.0,True,,False
128,140,4,1,0.5,12,jpeg85,projection,35,53,1696,1696,53,53,53,0,1.0,1.0,True,,False
128,140,4,1,0.5,12,resize075,projection,35,53,1696,1696,53,53,53,0,0.962565,1.0,True,,False
128,140,4,1,0.5,12,blur1,projection,35,53,1696,1696,53,53,53,0,0.880534,1.0,True,,False
128,140,4,1,0.5,12,noise002,projection,35,53,1696,1696,53,53,53,0,1.0,1.0,True,,False
128,140,4,1,0.5,12,crop090,projection,35,53,1696,1696,53,0,0,53,0.07487,0.682193,False,no CRC-valid symbols available,False
128,140,4,1,0.5,16,clean,projection,35,53,1696,1696,53,53,53,0,1.0,1.0,True,,False
128,140,4,1,0.5,16,jpeg85,projection,35,53,1696,1696,53,53,53,0,1.0,1.0,True,,False
128,140,4,1,0.5,16,resize075,projection,35,53,1696,1696,53,53,53,0,0.960693,1.0,True,,False
128,140,4,1,0.5,16,blur1,projection,35,53,1696,1696,53,53,53,0,0.880859,1.0,True,,False
128,140,4,1,0.5,16,noise002,projection,35,53,1696,1696,53,53,53,0,1.0,1.0,True,,False
128,140,4,1,0.5,16,crop090,projection,35,53,1696,1696,53,0,0,53,0.075684,0.682193,False,no CRC-valid symbols available,False
128,140,4,1,0.8,2,clean,projection,35,63,512,512,16,16,16,0,1.0,1.0,False,decoder stopped with 19 missing source blocks,True
128,140,4,1,0.8,2,jpeg85,projection,35,63,512,512,16,16,16,0,1.0,1.0,False,decoder stopped with 19 missing source blocks,True
128,140,4,1,0.8,2,resize075,projection,35,63,512,512,16,16,16,0,0.966797,1.0,False,decoder stopped with 19 missing source blocks,True
128,140,4,1,0.8,2,blur1,projection,35,63,512,512,16,16,16,0,0.882812,1.0,False,decoder stopped with 19 missing source blocks,True
128,140,4,1,0.8,2,noise002,projection,35,63,512,512,16,16,16,0,1.0,1.0,False,decoder stopped with 19 missing source blocks,True
128,140,4,1,0.8,2,crop090,projection,35,63,512,512,16,0,0,16,0.072266,0.685547,False,no CRC-valid symbols available,True
128,140,4,1,0.8,4,clean,projection,35,63,1024,1024,32,32,32,0,1.0,1.0,False,decoder stopped with 3 missing source blocks,True
128,140,4,1,0.8,4,jpeg85,projection,35,63,1024,1024,32,32,32,0,1.0,1.0,False,decoder stopped with 3 missing source blocks,True
128,140,4,1,0.8,4,resize075,projection,35,63,1024,1024,32,32,32,0,0.959961,1.0,False,decoder stopped with 3 missing source blocks,True
128,140,4,1,0.8,4,blur1,projection,35,63,1024,1024,32,32,32,0,0.883789,1.0,False,decoder stopped with 3 missing source blocks,True
128,140,4,1,0.8,4,noise002,projection,35,63,1024,1024,32,32,32,0,1.0,1.0,False,decoder stopped with 3 missing source blocks,True
128,140,4,1,0.8,4,crop090,projection,35,63,1024,1024,32,0,0,32,0.075195,0.691406,False,no CRC-valid symbols available,True
128,140,4,1,0.8,8,clean,projection,35,63,2016,2016,63,63,63,0,1.0,1.0,True,,False
128,140,4,1,0.8,8,jpeg85,projection,35,63,2016,2016,63,63,63,0,1.0,1.0,True,,False
128,140,4,1,0.8,8,resize075,projection,35,63,2016,2016,63,63,63,0,0.960938,1.0,True,,False
128,140,4,1,0.8,8,blur1,projection,35,63,2016,2016,63,63,63,0,0.879883,1.0,True,,False
128,140,4,1,0.8,8,noise002,projection,35,63,2016,2016,63,63,63,0,1.0,1.0,True,,False
128,140,4,1,0.8,8,crop090,projection,35,63,2016,2016,63,0,0,63,0.077148,0.686508,False,no CRC-valid symbols available,False
128,140,4,1,0.8,12,clean,projection,35,63,2016,2016,63,63,63,0,1.0,1.0,True,,False
128,140,4,1,0.8,12,jpeg85,projection,35,63,2016,2016,63,63,63,0,1.0,1.0,True,,False
128,140,4,1,0.8,12,resize075,projection,35,63,2016,2016,63,63,63,0,0.96224,1.0,True,,False
128,140,4,1,0.8,12,blur1,projection,35,63,2016,2016,63,63,63,0,0.881836,1.0,True,,False
128,140,4,1,0.8,12,noise002,projection,35,63,2016,2016,63,63,63,0,1.0,1.0,True,,False
128,140,4,1,0.8,12,crop090,projection,35,63,2016,2016,63,0,0,63,0.076497,0.686508,False,no CRC-valid symbols available,False
128,140,4,1,0.8,16,clean,projection,35,63,2016,2016,63,63,63,0,1.0,1.0,True,,False
128,140,4,1,0.8,16,jpeg85,projection,35,63,2016,2016,63,63,63,0,1.0,1.0,True,,False
128,140,4,1,0.8,16,resize075,projection,35,63,2016,2016,63,63,63,0,0.960449,1.0,True,,False
128,140,4,1,0.8,16,blur1,projection,35,63,2016,2016,63,63,63,0,0.881836,1.0,True,,False
128,140,4,1,0.8,16,noise002,projection,35,63,2016,2016,63,63,63,0,1.0,1.0,True,,False
128,140,4,1,0.8,16,crop090,projection,35,63,2016,2016,63,0,0,63,0.076904,0.686508,False,no CRC-valid symbols available,False
128,140,4,1,1.2,2,clean,projection,35,77,512,512,16,16,16,0,1.0,1.0,False,decoder stopped with 19 missing source blocks,True
128,140,4,1,1.2,2,jpeg85,projection,35,77,512,512,16,16,16,0,1.0,1.0,False,decoder stopped with 19 missing source blocks,True
128,140,4,1,1.2,2,resize075,projection,35,77,512,512,16,16,16,0,0.966797,1.0,False,decoder stopped with 19 missing source blocks,True
